Country_or_Region,Year,Indicator,Value,Unit,Urbanization,Income_Quintile
Panama,2016,UHC Service Coverage Index,79,0-100 scale,Total,All
Panama,2016,UHC Service Coverage Index,79,0-100 scale,Total,All
Panama,2016,UHC Service Coverage Index,81,0-100 scale,Total,All
Panama,2016,UHC Service Coverage Index,77,0-100 scale,Total,All
Panama,2016,UHC Service Coverage Index,80,0-100 scale,Total,All
Panama,2017,Financial Hardship,75.5,Percentage of population,Total,Q1 (Poorest)
Panama,2017,Financial Hardship,11.03,Percentage of population,Total,Q2
Panama,2017,Financial Hardship,2.41,Percentage of population,Total,Q3
Panama,2017,Financial Hardship,0.35,Percentage of population,Total,Q4
Panama,2017,Financial Hardship,0.77,Percentage of population,Total,Q5 (Richest)
Panama,2017,Financial Hardship,18.01,Percentage of population,Total,All
Panama,2017,Financial Hardship (Impoverishing),14.88,Percentage of population,Total,All
Panama,2017,Financial Hardship (Large Non-Impoverishing),3.14,Percentage of population,Total,All
Panama,2017,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.19,Percentage of population,Total,All
Panama,2017,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",13.69,Percentage of population,Total,All
Panama,2017,UHC Service Coverage Index,80,0-100 scale,Total,All
Panama,2017,UHC Service Coverage Index,80,0-100 scale,Total,All
Panama,2017,UHC Service Coverage Index,84,0-100 scale,Total,All
Panama,2017,UHC Service Coverage Index,77,0-100 scale,Total,All
Panama,2017,UHC Service Coverage Index,81,0-100 scale,Total,All
Panama,2018,UHC Service Coverage Index,80,0-100 scale,Total,All
Panama,2018,UHC Service Coverage Index,80,0-100 scale,Total,All
Panama,2018,UHC Service Coverage Index,82,0-100 scale,Total,All
Panama,2018,UHC Service Coverage Index,77,0-100 scale,Total,All
Panama,2018,UHC Service Coverage Index,82,0-100 scale,Total,All
Panama,2019,UHC Service Coverage Index,81,0-100 scale,Total,All
Panama,2019,UHC Service Coverage Index,81,0-100 scale,Total,All
Panama,2019,UHC Service Coverage Index,85,0-100 scale,Total,All
Panama,2019,UHC Service Coverage Index,77,0-100 scale,Total,All
Panama,2019,UHC Service Coverage Index,83,0-100 scale,Total,All
Panama,2020,UHC Service Coverage Index,82,0-100 scale,Total,All
Panama,2020,UHC Service Coverage Index,81,0-100 scale,Total,All
Panama,2020,UHC Service Coverage Index,88,0-100 scale,Total,All
Panama,2020,UHC Service Coverage Index,76,0-100 scale,Total,All
Panama,2020,UHC Service Coverage Index,84,0-100 scale,Total,All
Panama,2021,UHC Service Coverage Index,83,0-100 scale,Total,All
Panama,2021,UHC Service Coverage Index,81,0-100 scale,Total,All
Panama,2021,UHC Service Coverage Index,89,0-100 scale,Total,All
Panama,2021,UHC Service Coverage Index,77,0-100 scale,Total,All
Panama,2021,UHC Service Coverage Index,85,0-100 scale,Total,All
Panama,2022,UHC Service Coverage Index,82,0-100 scale,Total,All
Panama,2022,UHC Service Coverage Index,81,0-100 scale,Total,All
Panama,2022,UHC Service Coverage Index,85,0-100 scale,Total,All
Panama,2022,UHC Service Coverage Index,77,0-100 scale,Total,All
Panama,2022,UHC Service Coverage Index,87,0-100 scale,Total,All
Panama,2023,UHC Service Coverage Index,82,0-100 scale,Total,All
Panama,2023,UHC Service Coverage Index,81,0-100 scale,Total,All
Panama,2023,UHC Service Coverage Index,82,0-100 scale,Total,All
Panama,2023,UHC Service Coverage Index,76,0-100 scale,Total,All
Panama,2023,UHC Service Coverage Index,88,0-100 scale,Total,All
Papua New Guinea,2000,UHC Service Coverage Index,24,0-100 scale,Total,All
Papua New Guinea,2000,UHC Service Coverage Index,22,0-100 scale,Total,All
Papua New Guinea,2000,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2000,UHC Service Coverage Index,52,0-100 scale,Total,All
Papua New Guinea,2000,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2001,UHC Service Coverage Index,24,0-100 scale,Total,All
Papua New Guinea,2001,UHC Service Coverage Index,23,0-100 scale,Total,All
Papua New Guinea,2001,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2001,UHC Service Coverage Index,52,0-100 scale,Total,All
Papua New Guinea,2001,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2002,UHC Service Coverage Index,24,0-100 scale,Total,All
Papua New Guinea,2002,UHC Service Coverage Index,24,0-100 scale,Total,All
Papua New Guinea,2002,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2002,UHC Service Coverage Index,53,0-100 scale,Total,All
Papua New Guinea,2002,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2003,UHC Service Coverage Index,24,0-100 scale,Total,All
Papua New Guinea,2003,UHC Service Coverage Index,25,0-100 scale,Total,All
Papua New Guinea,2003,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2003,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2003,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2004,UHC Service Coverage Index,24,0-100 scale,Total,All
Papua New Guinea,2004,UHC Service Coverage Index,25,0-100 scale,Total,All
Papua New Guinea,2004,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2004,UHC Service Coverage Index,53,0-100 scale,Total,All
Papua New Guinea,2004,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2005,UHC Service Coverage Index,25,0-100 scale,Total,All
Papua New Guinea,2005,UHC Service Coverage Index,26,0-100 scale,Total,All
Papua New Guinea,2005,UHC Service Coverage Index,15,0-100 scale,Total,All
Papua New Guinea,2005,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2005,UHC Service Coverage Index,17,0-100 scale,Total,All
Papua New Guinea,2006,UHC Service Coverage Index,25,0-100 scale,Total,All
Papua New Guinea,2006,UHC Service Coverage Index,27,0-100 scale,Total,All
Papua New Guinea,2006,UHC Service Coverage Index,15,0-100 scale,Total,All
Papua New Guinea,2006,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2006,UHC Service Coverage Index,17,0-100 scale,Total,All
Papua New Guinea,2007,UHC Service Coverage Index,25,0-100 scale,Total,All
Papua New Guinea,2007,UHC Service Coverage Index,28,0-100 scale,Total,All
Papua New Guinea,2007,UHC Service Coverage Index,15,0-100 scale,Total,All
Papua New Guinea,2007,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2007,UHC Service Coverage Index,18,0-100 scale,Total,All
Papua New Guinea,2008,UHC Service Coverage Index,25,0-100 scale,Total,All
Papua New Guinea,2008,UHC Service Coverage Index,28,0-100 scale,Total,All
Papua New Guinea,2008,UHC Service Coverage Index,15,0-100 scale,Total,All
Papua New Guinea,2008,UHC Service Coverage Index,53,0-100 scale,Total,All
Papua New Guinea,2008,UHC Service Coverage Index,18,0-100 scale,Total,All
Papua New Guinea,2009,UHC Service Coverage Index,26,0-100 scale,Total,All
Papua New Guinea,2009,UHC Service Coverage Index,29,0-100 scale,Total,All
Papua New Guinea,2009,UHC Service Coverage Index,15,0-100 scale,Total,All
Papua New Guinea,2009,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2009,UHC Service Coverage Index,18,0-100 scale,Total,All
Papua New Guinea,2010,UHC Service Coverage Index,26,0-100 scale,Total,All
Papua New Guinea,2010,UHC Service Coverage Index,30,0-100 scale,Total,All
Papua New Guinea,2010,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2010,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2010,UHC Service Coverage Index,19,0-100 scale,Total,All
Papua New Guinea,2011,UHC Service Coverage Index,27,0-100 scale,Total,All
Papua New Guinea,2011,UHC Service Coverage Index,30,0-100 scale,Total,All
Papua New Guinea,2011,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2011,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2011,UHC Service Coverage Index,19,0-100 scale,Total,All
Papua New Guinea,2012,UHC Service Coverage Index,27,0-100 scale,Total,All
Papua New Guinea,2012,UHC Service Coverage Index,31,0-100 scale,Total,All
Papua New Guinea,2012,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2012,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2012,UHC Service Coverage Index,19,0-100 scale,Total,All
Papua New Guinea,2013,UHC Service Coverage Index,27,0-100 scale,Total,All
Papua New Guinea,2013,UHC Service Coverage Index,32,0-100 scale,Total,All
Papua New Guinea,2013,UHC Service Coverage Index,17,0-100 scale,Total,All
Papua New Guinea,2013,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2013,UHC Service Coverage Index,20,0-100 scale,Total,All
Papua New Guinea,2014,UHC Service Coverage Index,28,0-100 scale,Total,All
Papua New Guinea,2014,UHC Service Coverage Index,32,0-100 scale,Total,All
Papua New Guinea,2014,UHC Service Coverage Index,18,0-100 scale,Total,All
Papua New Guinea,2014,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2014,UHC Service Coverage Index,20,0-100 scale,Total,All
Papua New Guinea,2015,UHC Service Coverage Index,28,0-100 scale,Total,All
Papua New Guinea,2015,UHC Service Coverage Index,33,0-100 scale,Total,All
Papua New Guinea,2015,UHC Service Coverage Index,17,0-100 scale,Total,All
Papua New Guinea,2015,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2015,UHC Service Coverage Index,21,0-100 scale,Total,All
Papua New Guinea,2016,UHC Service Coverage Index,28,0-100 scale,Total,All
Papua New Guinea,2016,UHC Service Coverage Index,33,0-100 scale,Total,All
Papua New Guinea,2016,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2016,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2016,UHC Service Coverage Index,21,0-100 scale,Total,All
Papua New Guinea,2017,UHC Service Coverage Index,28,0-100 scale,Total,All
Papua New Guinea,2017,UHC Service Coverage Index,34,0-100 scale,Total,All
Papua New Guinea,2017,UHC Service Coverage Index,16,0-100 scale,Total,All
Papua New Guinea,2017,UHC Service Coverage Index,53,0-100 scale,Total,All
Papua New Guinea,2017,UHC Service Coverage Index,21,0-100 scale,Total,All
Papua New Guinea,2018,UHC Service Coverage Index,28,0-100 scale,Total,All
Papua New Guinea,2018,UHC Service Coverage Index,35,0-100 scale,Total,All
Papua New Guinea,2018,UHC Service Coverage Index,15,0-100 scale,Total,All
Papua New Guinea,2018,UHC Service Coverage Index,53,0-100 scale,Total,All
Papua New Guinea,2018,UHC Service Coverage Index,22,0-100 scale,Total,All
Papua New Guinea,2019,UHC Service Coverage Index,26,0-100 scale,Total,All
Papua New Guinea,2019,UHC Service Coverage Index,35,0-100 scale,Total,All
Papua New Guinea,2019,UHC Service Coverage Index,12,0-100 scale,Total,All
Papua New Guinea,2019,UHC Service Coverage Index,53,0-100 scale,Total,All
Papua New Guinea,2019,UHC Service Coverage Index,22,0-100 scale,Total,All
Papua New Guinea,2020,UHC Service Coverage Index,28,0-100 scale,Total,All
Papua New Guinea,2020,UHC Service Coverage Index,36,0-100 scale,Total,All
Papua New Guinea,2020,UHC Service Coverage Index,15,0-100 scale,Total,All
Papua New Guinea,2020,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2020,UHC Service Coverage Index,22,0-100 scale,Total,All
Papua New Guinea,2021,UHC Service Coverage Index,30,0-100 scale,Total,All
Papua New Guinea,2021,UHC Service Coverage Index,36,0-100 scale,Total,All
Papua New Guinea,2021,UHC Service Coverage Index,19,0-100 scale,Total,All
Papua New Guinea,2021,UHC Service Coverage Index,53,0-100 scale,Total,All
Papua New Guinea,2021,UHC Service Coverage Index,23,0-100 scale,Total,All
Papua New Guinea,2022,UHC Service Coverage Index,31,0-100 scale,Total,All
Papua New Guinea,2022,UHC Service Coverage Index,36,0-100 scale,Total,All
Papua New Guinea,2022,UHC Service Coverage Index,21,0-100 scale,Total,All
Papua New Guinea,2022,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2022,UHC Service Coverage Index,23,0-100 scale,Total,All
Papua New Guinea,2023,UHC Service Coverage Index,32,0-100 scale,Total,All
Papua New Guinea,2023,UHC Service Coverage Index,37,0-100 scale,Total,All
Papua New Guinea,2023,UHC Service Coverage Index,24,0-100 scale,Total,All
Papua New Guinea,2023,UHC Service Coverage Index,54,0-100 scale,Total,All
Papua New Guinea,2023,UHC Service Coverage Index,24,0-100 scale,Total,All
Paraguay,2000,Financial Hardship,26.85,Percentage of population,Total,All
Paraguay,2000,Financial Hardship (Impoverishing),24.78,Percentage of population,Total,All
Paraguay,2000,Financial Hardship (Large Non-Impoverishing),2.07,Percentage of population,Total,All
Paraguay,2000,UHC Service Coverage Index,62,0-100 scale,Total,All
Paraguay,2000,UHC Service Coverage Index,46,0-100 scale,Total,All
Paraguay,2000,UHC Service Coverage Index,58,0-100 scale,Total,All
Paraguay,2000,UHC Service Coverage Index,79,0-100 scale,Total,All
Paraguay,2000,UHC Service Coverage Index,71,0-100 scale,Total,All
Paraguay,2001,UHC Service Coverage Index,63,0-100 scale,Total,All
Paraguay,2001,UHC Service Coverage Index,48,0-100 scale,Total,All
Paraguay,2001,UHC Service Coverage Index,57,0-100 scale,Total,All
Paraguay,2001,UHC Service Coverage Index,80,0-100 scale,Total,All
Paraguay,2001,UHC Service Coverage Index,72,0-100 scale,Total,All
Paraguay,2002,UHC Service Coverage Index,64,0-100 scale,Total,All
Paraguay,2002,UHC Service Coverage Index,50,0-100 scale,Total,All
Paraguay,2002,UHC Service Coverage Index,59,0-100 scale,Total,All
Paraguay,2002,UHC Service Coverage Index,80,0-100 scale,Total,All
Paraguay,2002,UHC Service Coverage Index,73,0-100 scale,Total,All
Paraguay,2003,UHC Service Coverage Index,65,0-100 scale,Total,All
Paraguay,2003,UHC Service Coverage Index,52,0-100 scale,Total,All
Paraguay,2003,UHC Service Coverage Index,58,0-100 scale,Total,All
Paraguay,2003,UHC Service Coverage Index,81,0-100 scale,Total,All
Paraguay,2003,UHC Service Coverage Index,74,0-100 scale,Total,All
Paraguay,2004,UHC Service Coverage Index,66,0-100 scale,Total,All
Paraguay,2004,UHC Service Coverage Index,54,0-100 scale,Total,All
Paraguay,2004,UHC Service Coverage Index,57,0-100 scale,Total,All
Paraguay,2004,UHC Service Coverage Index,82,0-100 scale,Total,All
Paraguay,2004,UHC Service Coverage Index,75,0-100 scale,Total,All
Paraguay,2005,UHC Service Coverage Index,67,0-100 scale,Total,All
Paraguay,2005,UHC Service Coverage Index,55,0-100 scale,Total,All
Paraguay,2005,UHC Service Coverage Index,57,0-100 scale,Total,All
Paraguay,2005,UHC Service Coverage Index,83,0-100 scale,Total,All
Paraguay,2005,UHC Service Coverage Index,76,0-100 scale,Total,All
Paraguay,2006,UHC Service Coverage Index,68,0-100 scale,Total,All
Paraguay,2006,UHC Service Coverage Index,57,0-100 scale,Total,All
Paraguay,2006,UHC Service Coverage Index,56,0-100 scale,Total,All
Paraguay,2006,UHC Service Coverage Index,84,0-100 scale,Total,All
Paraguay,2006,UHC Service Coverage Index,78,0-100 scale,Total,All
Paraguay,2007,UHC Service Coverage Index,68,0-100 scale,Total,All
Paraguay,2007,UHC Service Coverage Index,58,0-100 scale,Total,All
Paraguay,2007,UHC Service Coverage Index,56,0-100 scale,Total,All
Paraguay,2007,UHC Service Coverage Index,83,0-100 scale,Total,All
Paraguay,2007,UHC Service Coverage Index,79,0-100 scale,Total,All
Paraguay,2008,UHC Service Coverage Index,69,0-100 scale,Total,All
Paraguay,2008,UHC Service Coverage Index,60,0-100 scale,Total,All
Paraguay,2008,UHC Service Coverage Index,56,0-100 scale,Total,All
Paraguay,2008,UHC Service Coverage Index,83,0-100 scale,Total,All
Paraguay,2008,UHC Service Coverage Index,80,0-100 scale,Total,All
Paraguay,2009,UHC Service Coverage Index,69,0-100 scale,Total,All
Paraguay,2009,UHC Service Coverage Index,61,0-100 scale,Total,All
Paraguay,2009,UHC Service Coverage Index,56,0-100 scale,Total,All
Paraguay,2009,UHC Service Coverage Index,82,0-100 scale,Total,All
Paraguay,2009,UHC Service Coverage Index,81,0-100 scale,Total,All
Paraguay,2010,UHC Service Coverage Index,70,0-100 scale,Total,All
Paraguay,2010,UHC Service Coverage Index,62,0-100 scale,Total,All
Paraguay,2010,UHC Service Coverage Index,56,0-100 scale,Total,All
Paraguay,2010,UHC Service Coverage Index,83,0-100 scale,Total,All
Paraguay,2010,UHC Service Coverage Index,82,0-100 scale,Total,All
Paraguay,2011,Financial Hardship,27.63,Percentage of population,Total,All
Paraguay,2011,Financial Hardship (Impoverishing),24.78,Percentage of population,Total,All
Paraguay,2011,Financial Hardship (Large Non-Impoverishing),2.89,Percentage of population,Total,All
Paraguay,2011,UHC Service Coverage Index,70,0-100 scale,Total,All
Paraguay,2011,UHC Service Coverage Index,63,0-100 scale,Total,All
Paraguay,2011,UHC Service Coverage Index,55,0-100 scale,Total,All
Paraguay,2011,UHC Service Coverage Index,83,0-100 scale,Total,All
Paraguay,2011,UHC Service Coverage Index,83,0-100 scale,Total,All
Paraguay,2012,UHC Service Coverage Index,69,0-100 scale,Total,All
Paraguay,2012,UHC Service Coverage Index,64,0-100 scale,Total,All
Paraguay,2012,UHC Service Coverage Index,49,0-100 scale,Total,All
Paraguay,2012,UHC Service Coverage Index,83,0-100 scale,Total,All
Paraguay,2012,UHC Service Coverage Index,84,0-100 scale,Total,All
Paraguay,2013,Financial Hardship,20.45,Percentage of population,Total,All
Paraguay,2013,Financial Hardship (Impoverishing),18.51,Percentage of population,Total,All
Paraguay,2013,Financial Hardship (Large Non-Impoverishing),1.94,Percentage of population,Total,All
Paraguay,2013,UHC Service Coverage Index,69,0-100 scale,Total,All
Paraguay,2013,UHC Service Coverage Index,65,0-100 scale,Total,All
Paraguay,2013,UHC Service Coverage Index,50,0-100 scale,Total,All
Paraguay,2013,UHC Service Coverage Index,84,0-100 scale,Total,All
Paraguay,2013,UHC Service Coverage Index,85,0-100 scale,Total,All
Paraguay,2014,Financial Hardship,19.89,Percentage of population,Total,All
Paraguay,2014,Financial Hardship (Impoverishing),18.53,Percentage of population,Total,All
Paraguay,2014,Financial Hardship (Large Non-Impoverishing),1.36,Percentage of population,Total,All
Paraguay,2014,UHC Service Coverage Index,70,0-100 scale,Total,All
Paraguay,2014,UHC Service Coverage Index,66,0-100 scale,Total,All
Paraguay,2014,UHC Service Coverage Index,51,0-100 scale,Total,All
Paraguay,2014,UHC Service Coverage Index,84,0-100 scale,Total,All
Paraguay,2014,UHC Service Coverage Index,86,0-100 scale,Total,All
Paraguay,2015,UHC Service Coverage Index,71,0-100 scale,Total,All
Paraguay,2015,UHC Service Coverage Index,67,0-100 scale,Total,All
Paraguay,2015,UHC Service Coverage Index,52,0-100 scale,Total,All
Paraguay,2015,UHC Service Coverage Index,85,0-100 scale,Total,All
Paraguay,2015,UHC Service Coverage Index,87,0-100 scale,Total,All
Paraguay,2016,UHC Service Coverage Index,72,0-100 scale,Total,All
Paraguay,2016,UHC Service Coverage Index,67,0-100 scale,Total,All
Paraguay,2016,UHC Service Coverage Index,52,0-100 scale,Total,All
Paraguay,2016,UHC Service Coverage Index,84,0-100 scale,Total,All
Paraguay,2016,UHC Service Coverage Index,88,0-100 scale,Total,All
Paraguay,2017,UHC Service Coverage Index,72,0-100 scale,Total,All
Paraguay,2017,UHC Service Coverage Index,68,0-100 scale,Total,All
Paraguay,2017,UHC Service Coverage Index,52,0-100 scale,Total,All
Paraguay,2017,UHC Service Coverage Index,84,0-100 scale,Total,All
Paraguay,2017,UHC Service Coverage Index,89,0-100 scale,Total,All
Paraguay,2018,UHC Service Coverage Index,73,0-100 scale,Total,All
Paraguay,2018,UHC Service Coverage Index,68,0-100 scale,Total,All
Paraguay,2018,UHC Service Coverage Index,55,0-100 scale,Total,All
Paraguay,2018,UHC Service Coverage Index,85,0-100 scale,Total,All
Paraguay,2018,UHC Service Coverage Index,90,0-100 scale,Total,All
Paraguay,2019,UHC Service Coverage Index,77,0-100 scale,Total,All
Paraguay,2019,UHC Service Coverage Index,69,0-100 scale,Total,All
Paraguay,2019,UHC Service Coverage Index,67,0-100 scale,Total,All
Paraguay,2019,UHC Service Coverage Index,85,0-100 scale,Total,All
Paraguay,2019,UHC Service Coverage Index,91,0-100 scale,Total,All
Paraguay,2020,UHC Service Coverage Index,79,0-100 scale,Total,All
Paraguay,2020,UHC Service Coverage Index,69,0-100 scale,Total,All
Paraguay,2020,UHC Service Coverage Index,71,0-100 scale,Total,All
Paraguay,2020,UHC Service Coverage Index,84,0-100 scale,Total,All
Paraguay,2020,UHC Service Coverage Index,92,0-100 scale,Total,All
Paraguay,2021,UHC Service Coverage Index,79,0-100 scale,Total,All
Paraguay,2021,UHC Service Coverage Index,69,0-100 scale,Total,All
Paraguay,2021,UHC Service Coverage Index,71,0-100 scale,Total,All
Paraguay,2021,UHC Service Coverage Index,83,0-100 scale,Total,All
Paraguay,2021,UHC Service Coverage Index,93,0-100 scale,Total,All
Paraguay,2022,UHC Service Coverage Index,79,0-100 scale,Total,All
Paraguay,2022,UHC Service Coverage Index,70,0-100 scale,Total,All
Paraguay,2022,UHC Service Coverage Index,71,0-100 scale,Total,All
Paraguay,2022,UHC Service Coverage Index,84,0-100 scale,Total,All
Paraguay,2022,UHC Service Coverage Index,94,0-100 scale,Total,All
Paraguay,2023,Financial Hardship,21.08,Percentage of population,Total,All
Paraguay,2023,Financial Hardship (Impoverishing),20.15,Percentage of population,Total,All
Paraguay,2023,Financial Hardship (Large Non-Impoverishing),0.94,Percentage of population,Total,All
Paraguay,2023,UHC Service Coverage Index,79,0-100 scale,Total,All
Paraguay,2023,UHC Service Coverage Index,70,0-100 scale,Total,All
Paraguay,2023,UHC Service Coverage Index,71,0-100 scale,Total,All
Paraguay,2023,UHC Service Coverage Index,84,0-100 scale,Total,All
Paraguay,2023,UHC Service Coverage Index,95,0-100 scale,Total,All
Peru,2000,Financial Hardship,53.63,Percentage of population,Total,Q1 (Poorest)
Peru,2000,Financial Hardship,56.39,Percentage of population,Total,Q2
Peru,2000,Financial Hardship,14.46,Percentage of population,Total,Q3
Peru,2000,Financial Hardship,6.35,Percentage of population,Total,Q4
Peru,2000,Financial Hardship,3.71,Percentage of population,Total,Q5 (Richest)
Peru,2000,Financial Hardship,26.92,Percentage of population,Total,All
Peru,2000,Financial Hardship,45.39,Percentage of population,Rural area,All
Peru,2000,Financial Hardship,17.21,Percentage of population,Urban area,All
Peru,2000,Financial Hardship (Impoverishing),22.73,Percentage of population,Total,All
Peru,2000,Financial Hardship (Large Non-Impoverishing),4.19,Percentage of population,Total,All
Peru,2000,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,2.09,Percentage of population,Total,All
Peru,2000,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",20.63,Percentage of population,Total,All
Peru,2000,UHC Service Coverage Index,62,0-100 scale,Total,All
Peru,2000,UHC Service Coverage Index,49,0-100 scale,Total,All
Peru,2000,UHC Service Coverage Index,77,0-100 scale,Total,All
Peru,2000,UHC Service Coverage Index,62,0-100 scale,Total,All
Peru,2000,UHC Service Coverage Index,64,0-100 scale,Total,All
Peru,2001,UHC Service Coverage Index,63,0-100 scale,Total,All
Peru,2001,UHC Service Coverage Index,51,0-100 scale,Total,All
Peru,2001,UHC Service Coverage Index,77,0-100 scale,Total,All
Peru,2001,UHC Service Coverage Index,63,0-100 scale,Total,All
Peru,2001,UHC Service Coverage Index,64,0-100 scale,Total,All
Peru,2002,UHC Service Coverage Index,64,0-100 scale,Total,All
Peru,2002,UHC Service Coverage Index,52,0-100 scale,Total,All
Peru,2002,UHC Service Coverage Index,77,0-100 scale,Total,All
Peru,2002,UHC Service Coverage Index,64,0-100 scale,Total,All
Peru,2002,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2003,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2003,UHC Service Coverage Index,54,0-100 scale,Total,All
Peru,2003,UHC Service Coverage Index,77,0-100 scale,Total,All
Peru,2003,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2003,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2004,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2004,UHC Service Coverage Index,56,0-100 scale,Total,All
Peru,2004,UHC Service Coverage Index,77,0-100 scale,Total,All
Peru,2004,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2004,UHC Service Coverage Index,67,0-100 scale,Total,All
Peru,2005,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2005,UHC Service Coverage Index,57,0-100 scale,Total,All
Peru,2005,UHC Service Coverage Index,77,0-100 scale,Total,All
Peru,2005,UHC Service Coverage Index,65,0-100 scale,Total,All
Peru,2005,UHC Service Coverage Index,68,0-100 scale,Total,All
Peru,2006,Catastrophic Spending (More than 10% of household budget),10.74,Percentage of population,Total,All
Peru,2006,Catastrophic Spending (More than 25% of household budget),1.34,Percentage of population,Total,All
Peru,2006,Financial Hardship,61.22,Percentage of population,Total,Q1 (Poorest)
Peru,2006,Financial Hardship,61.05,Percentage of population,Total,Q2
Peru,2006,Financial Hardship,7.54,Percentage of population,Total,Q3
Peru,2006,Financial Hardship,2.04,Percentage of population,Total,Q4
Peru,2006,Financial Hardship,1.27,Percentage of population,Total,Q5 (Richest)
Peru,2006,Financial Hardship,26.63,Percentage of population,Total,All
Peru,2006,Financial Hardship,50.65,Percentage of population,Rural area,All
Peru,2006,Financial Hardship,17,Percentage of population,Urban area,All
Peru,2006,Financial Hardship,7.65,Percentage of population,Total,All
Peru,2006,Financial Hardship,29.63,Percentage of population,Total,All
Peru,2006,Financial Hardship,28.73,Percentage of population,Total,All
Peru,2006,Financial Hardship,11.39,Percentage of population,Total,All
Peru,2006,Financial Hardship,14.21,Percentage of population,Total,All
Peru,2006,Financial Hardship (Impoverishing),22.85,Percentage of population,Total,All
Peru,2006,Financial Hardship (Large Non-Impoverishing),3.77,Percentage of population,Total,All
Peru,2006,Financial Hardship - 2.1: Pushed into poverty (based on societal poverty line) due to out-of-pocket health expenditure,1.54,Percentage of population,Total,All
Peru,2006,"Financial Hardship - 2.2: Further impoverished due to out-of-pocket health expenditure, based on the societal poverty line",21.32,Percentage of population,Total,All
Peru,2006,UHC Service Coverage Index,67,0-100 scale,Total,All
Peru,2006,UHC Service Coverage Index,58,0-100 scale,Total,All
Peru,2006,UHC Service Coverage Index,77,0-100 scale,Total,All
Peru,2006,UHC Service Coverage Index,66,0-100 scale,Total,All
Peru,2006,UHC Service Coverage Index,69,0-100 scale,Total,All
Peru,2007,Catastrophic Spending (More than 10% of household budget),11.34,Percentage of population,Total,All
Peru,2007,Catastrophic Spending (More than 25% of household budget),1.4,Percentage of population,Total,All
Peru,2007,Financial Hardship,63.52,Percentage of population,Total,Q1 (Poorest)
Peru,2007,Financial Hardship,58.3,Percentage of population,Total,Q2
Peru,2007,Financial Hardship,6.46,Percentage of population,Total,Q3
Peru,2007,Financial Hardship,2.2,Percentage of population,Total,Q4
Peru,2007,Financial Hardship,1.5,Percentage of population,Total,Q5 (Richest)
Peru,2007,Financial Hardship,26.4,Percentage of population,Total,All
Peru,2007,Financial Hardship,53.31,Percentage of population,Rural area,All
Peru,2007,Financial Hardship,15.93,Percentage of population,Urban area,All
Peru,2007,Financial Hardship,6.36,Percentage of population,Total,All
Peru,2007,Financial Hardship,28.76,Percentage of population,Total,All
Peru,2007,Financial Hardship,30.1,Percentage of population,Total,All
Peru,2007,Financial Hardship,12.01,Percentage of population,Total,All
